,name,url,agency_type,street_address,longitude,latitude
637,Capistrano Adult School,https://www.otan.us/caaeproviders/index.cfm?fuseaction=detail&id=10249&myzip=95814&distance=3500,Local Educational Agency (LEA),"Juan Capistrano Campus 31351 El Camino Real San Juan Capistrano, CA 92675",-117.663716,33.506769
638,College and Career Advantage,https://www.otan.us/caaeproviders/index.cfm?fuseaction=detail&id=123095023&myzip=95814&distance=3500,LEA,"33122 Valle Road San Juan Capistrano, CA 92675",-117.6627,33.48953
639,Capistrano Unified Adult Education Program,https://www.otan.us/caaeproviders/index.cfm?fuseaction=detail&id=643035979&myzip=95814&distance=3500,LEA,"31576 El Camino Real San Juan Capistrano, CA 92675",-117.66078,33.50407
640,Desert Edge School,https://www.otan.us/caaeproviders/index.cfm?fuseaction=detail&id=10484&myzip=95814&distance=3500,Local Educational Agency (LEA),"/SCF 1627 South Hargrave Street Banning, CA 92220",-116.450516,33.823673
641,Banning Adult School,https://www.otan.us/caaeproviders/index.cfm?fuseaction=detail&id=853330206&myzip=95814&distance=3500,LEA,"1151 West Wilson Street Banning, CA 92220",-116.88879,33.93267
642,San Jacinto USD Adult Education - Mt. View HS,https://www.otan.us/caaeproviders/index.cfm?fuseaction=detail&id=9974&myzip=95814&distance=3500,Local Educational Agency (LEA),"1000 N. Ramona Blvd. San Jacinto, CA 92582",-116.97605,33.79695
643,Valley Adult School,https://www.otan.us/caaeproviders/index.cfm?fuseaction=detail&id=9963&myzip=95814&distance=3500,Local Educational Agency (LEA),"520 Chaney Street Lake Elsinore, CA 92530",-117.33746,33.68019
644,Murrieta Valley Adult School,https://www.otan.us/caaeproviders/index.cfm?fuseaction=detail&id=10153&myzip=95814&distance=3500,Local Educational Agency (LEA),"24150 Hayes Avenue Murrieta, CA 92562",-117.23144,33.55876
645,Copper Mountain Community College District,https://www.otan.us/caaeproviders/index.cfm?fuseaction=detail&id=10820&myzip=95814&distance=3500,,"P. O. Box 1398 (6162 Rotary Way) Joshua Tree, CA 92252",-116.32,34.13
646,Hemet Adult School,https://www.otan.us/caaeproviders/index.cfm?fuseaction=detail&id=9971&myzip=95814&distance=3500,Local Educational Agency (LEA),"831 E. Devonshire Ave. Hemet, CA 92543",-116.962318,33.751122
647,Palm Springs Adult School,https://www.otan.us/caaeproviders/index.cfm?fuseaction=detail&id=10114&myzip=95814&distance=3500,Local Educational Agency (LEA),"2248 E. Ramon Road Palm Springs , CA 92262",-116.52262,33.81606
648,Temecula Valley Adult School,https://www.otan.us/caaeproviders/index.cfm?fuseaction=detail&id=9983&myzip=95814&distance=3500,Local Educational Agency (LEA),"32225 Pio Pico Road Room 2 Temecula, CA 92592",-117.104056,33.487789
649,MiraCosta Community College District,https://www.otan.us/caaeproviders/index.cfm?fuseaction=detail&id=888888417&myzip=95814&distance=3500,Community College,"One Barnard Drive Oceanside, CA 92056",-117.302312,33.1910671
650,College of the Desert,https://www.otan.us/caaeproviders/index.cfm?fuseaction=detail&id=10303&myzip=95814&distance=3500,Community College,"43-500 Monterey Avenue Palm Desert, CA 92260",-116.391006,33.732079
651,Desert Community College District,https://www.otan.us/caaeproviders/index.cfm?fuseaction=detail&id=888888435&myzip=95814&distance=3500,Community College,"43-500 Monterey Avenue Palm Desert, CA 92260",-116.391006,33.732079
652,MiraCosta College Community Learning Center,https://www.otan.us/caaeproviders/index.cfm?fuseaction=detail&id=10388&myzip=95814&distance=3500,Community College,"1831 Mission Avenue Oceanside, CA 92058",-117.36617,33.2031
653,Vista Unified School District,https://www.otan.us/caaeproviders/index.cfm?fuseaction=detail&id=9220&myzip=95814&distance=3500,Local Educational Agency (LEA),"1234 Arcadia Avenue Vista, CA 92084",-117.222114,33.22621
654,Vista Adult School,https://www.otan.us/caaeproviders/index.cfm?fuseaction=detail&id=9865&myzip=95814&distance=3500,Local Educational Agency (LEA),"510 Sunset Drive Vista, CA 92084",-117.24094,33.18722
655,Vista Townsite Community Partnership,https://www.otan.us/caaeproviders/index.cfm?fuseaction=detail&id=10501&myzip=95814&distance=3500,Community-based Organization,"642 Vista Village Drive Vista, CA 92084",-117.25071,33.19464
656,Education to Career Network of North San Diego County,https://www.otan.us/caaeproviders/index.cfm?fuseaction=detail&id=11067&myzip=95814&distance=3500,,"1234 Arcadia Avenue Vista, CA 92084",-117.222114,33.22621
657,Carlsbad Village Academy Adult Education,https://www.otan.us/caaeproviders/index.cfm?fuseaction=detail&id=10073&myzip=95814&distance=3500,Local Educational Agency (LEA),"1640 Magnolia Avenue Carlsbad, CA 92008",-117.32957,33.15892
658,Desert Sands Adult School,https://www.otan.us/caaeproviders/index.cfm?fuseaction=detail&id=10211&myzip=95814&distance=3500,Local Educational Agency (LEA),"43330 Palm Royale Drive La Quinta, CA 92253",-116.25343,33.64139
659,San Marcos Unified School District,https://www.otan.us/caaeproviders/index.cfm?fuseaction=detail&id=9476&myzip=95814&distance=3500,Local Educational Agency (LEA),"255 Pico Avenue Ste. 350 San Marcos, CA 92069",-117.165163,33.142486
660,San Marcos Adult School,https://www.otan.us/caaeproviders/index.cfm?fuseaction=detail&id=10654&myzip=95814&distance=3500,Local Educational Agency (LEA),"158 Cassou Road San Marcos, CA 92069",-117.158715,33.180391
661,Palomar Community College District,https://www.otan.us/caaeproviders/index.cfm?fuseaction=detail&id=888888409&myzip=95814&distance=3500,Community College,"1140 W. Mission Road San Marcos, CA 92069",-117.178763,33.152437
662,Carlsbad Adult Transition Program,https://www.otan.us/caaeproviders/index.cfm?fuseaction=detail&id=513730892&myzip=95814&distance=3500,LEA,"6225 El Camino Real Carlsbad, CA 92009",-117.26737,33.11982
663,Coachella Valley Adult School,https://www.otan.us/caaeproviders/index.cfm?fuseaction=detail&id=10698&myzip=95814&distance=3500,Local Educational Agency (LEA),"1099 Orchard Avenue Coachella, CA 92236",-116.17522,33.67716
664,Escondido Union High School District,https://www.otan.us/caaeproviders/index.cfm?fuseaction=detail&id=9369&myzip=95814&distance=3500,Local Educational Agency (LEA),"302 North Midway Drive Escondido, CA 92027",-117.050192,33.136514
665,Escondido Adult,https://www.otan.us/caaeproviders/index.cfm?fuseaction=detail&id=63730025&myzip=95814&distance=3500,LEA,"220 West Crest Escondido, CA 92025",-117.088585,33.131413
666,Coachella Valley Unified School District,https://www.otan.us/caaeproviders/index.cfm?fuseaction=detail&id=10697&myzip=95814&distance=3500,Local Educational Agency (LEA),"87225 Church Street Thermal, CA 92274",-116.14459,33.63833
667,Poway Unified School District,https://www.otan.us/caaeproviders/index.cfm?fuseaction=detail&id=9414&myzip=95814&distance=3500,Local Educational Agency (LEA),"13626 Twin Peaks Road Poway, CA 92064",-117.03566,32.97844
668,Poway Adult School,https://www.otan.us/caaeproviders/index.cfm?fuseaction=detail&id=10268&myzip=95814&distance=3500,Local Educational Agency (LEA),"13626 Twin Peaks Road Poway, CA 92064",-117.03566,32.97844
669,Needles Unified School District,https://www.otan.us/caaeproviders/index.cfm?fuseaction=detail&id=9623&myzip=95814&distance=3500,Local Educational Agency (LEA),"1900 Erin Drive Needles, CA 92363",-114.62073,34.83843
670,San Diego Miramar College,https://www.otan.us/caaeproviders/index.cfm?fuseaction=detail&id=994437840&myzip=95814&distance=3500,Community College,"10440 Black Mountain Road San Diego, California 92126",-117.121048,32.91013
671,Ramona City Unified School District,https://www.otan.us/caaeproviders/index.cfm?fuseaction=detail&id=9495&myzip=95814&distance=3500,Local Educational Agency (LEA),"720 9th Street Ramona, CA 92065",-116.86405,33.03927
672,Ramona USD - Montecito HS Adult Education,https://www.otan.us/caaeproviders/index.cfm?fuseaction=detail&id=9774&myzip=95814&distance=3500,Local Educational Agency (LEA),"720 9th Street Ramona, CA 92065",-116.86405,33.03927
673,Ramona Adult School,https://www.otan.us/caaeproviders/index.cfm?fuseaction=detail&id=43730900&myzip=95814&distance=3500,LEA,"720 Ninth Street Ramona, CA 92065",-116.86405,33.03927
674,San Diego Adult School,https://www.otan.us/caaeproviders/index.cfm?fuseaction=detail&id=10069&myzip=95814&distance=3500,Local Educational Agency (LEA),"6735 Gifford Way Revere Center, Room 3 San Diego, CA 92109",-117.25,32.8
675,San Diego Mesa College,https://www.otan.us/caaeproviders/index.cfm?fuseaction=detail&id=994437841&myzip=95814&distance=3500,Community College,"7250 Mesa College San Deigo, California 92111",-117.163757,32.803219
676,Grossmont Health Occupations Center,https://www.otan.us/caaeproviders/index.cfm?fuseaction=detail&id=10020&myzip=95814&distance=3500,Local Educational Agency (LEA),"9368 Oakbourne Santee, CA 92071",-117.01169,32.84427
677,San Diego Continuing Education/San Diego Community College District,https://www.otan.us/caaeproviders/index.cfm?fuseaction=detail&id=10302&myzip=95814&distance=3500,Community College,"3375 Camino Del Rio South (SDCCD) San Diego, CA 92108",-117.120341,32.775764
678,San Diego City College,https://www.otan.us/caaeproviders/index.cfm?fuseaction=detail&id=994437842&myzip=95814&distance=3500,Community College,"1313 Park Blvd. San Diego, California 92101",-117.153618,32.719181
679,International Rescue Committee,https://www.otan.us/caaeproviders/index.cfm?fuseaction=detail&id=11056&myzip=95814&distance=3500,,"5348 University Ave, Suite 205C San Diego, CA 92105",-117.080755,32.74958
680,Grossmont College,https://www.otan.us/caaeproviders/index.cfm?fuseaction=detail&id=10805&myzip=95814&distance=3500,,"8800 Grossmont College Drive El Cajon, CA 92020",-117.00602,32.81303
681,El Cajon Adult Center,https://www.otan.us/caaeproviders/index.cfm?fuseaction=detail&id=10174&myzip=95814&distance=3500,Local Educational Agency (LEA),"1075 East Madison Avenue El Cajon, CA 92021",-116.94728,32.80009
682,Coronado Adult Education,https://www.otan.us/caaeproviders/index.cfm?fuseaction=detail&id=9812&myzip=95814&distance=3500,Local Educational Agency (LEA),"650 D Avenue Coronado, CA 92118",-117.1782,32.69142
683,Grossmont Adult School,https://www.otan.us/caaeproviders/index.cfm?fuseaction=detail&id=10019&myzip=95814&distance=3500,Local Educational Agency (LEA),"1550 Melody Lane El Cajon, CA 92019",-116.92526,32.79656
684,Foothills Adult Education Center,https://www.otan.us/caaeproviders/index.cfm?fuseaction=detail&id=10292&myzip=95814&distance=3500,Local Educational Agency (LEA),"1550 Melody Lane El Cajon, CA 92019",-116.92526,32.79656
685,Cuyamaca College,https://www.otan.us/caaeproviders/index.cfm?fuseaction=detail&id=10804&myzip=95814&distance=3500,,"900 Rancho San Diego Parkway El Cajon, CA 92019",-116.941358,32.742751
686,National City Adult School,https://www.otan.us/caaeproviders/index.cfm?fuseaction=detail&id=10030&myzip=95814&distance=3500,Local Educational Agency (LEA),"517 West 24th Street National City, CA 91950",-117.107145,32.660996
687,Steele Canyon Adult Center,https://www.otan.us/caaeproviders/index.cfm?fuseaction=detail&id=10293&myzip=95814&distance=3500,Local Educational Agency (LEA),"12440 Campo Road Spring Valley, CA 91978",-116.92475,32.72781
688,Sweetwater Division of Adult Education,https://www.otan.us/caaeproviders/index.cfm?fuseaction=detail&id=9855&myzip=95814&distance=3500,Local Educational Agency (LEA),"461 Moss Street Chula Vista, CA 91911",-117.07716,32.61516
689,Chula Vista Adult School,https://www.otan.us/caaeproviders/index.cfm?fuseaction=detail&id=10286&myzip=95814&distance=3500,Local Educational Agency (LEA),"1034 Fourth Avenue Chula Vista , CA 91911",-117.075687,32.614499
690,Chula Vista Library,https://www.otan.us/caaeproviders/index.cfm?fuseaction=detail&id=99999945&myzip=95814&distance=3500,Public Library,"365 F Street Chula Vista, CA 91910",-117.083178,32.641006
691,Southwestern Community College District,https://www.otan.us/caaeproviders/index.cfm?fuseaction=detail&id=888888385&myzip=95814&distance=3500,Community College,"900 Otay Lakes Road Chula Vista, CA 91910",-116.998359,32.640528
692,Comprehensive Training Systems,https://www.otan.us/caaeproviders/index.cfm?fuseaction=detail&id=10530&myzip=95814&distance=3500,Community-based Organization,"497 11th Street Suite 4 Imperial Beach, CA 91932",-117.10999,32.588966
693,Montgomery Adult School,https://www.otan.us/caaeproviders/index.cfm?fuseaction=detail&id=10027&myzip=95814&distance=3500,Local Educational Agency (LEA),"3240 Palm Avenue San Diego, CA 92154",-117.06275,32.58388
694,San Ysidro Adult School,https://www.otan.us/caaeproviders/index.cfm?fuseaction=detail&id=10038&myzip=95814&distance=3500,Local Educational Agency (LEA),"4220 Otay Mesa Road San Ysidro, CA 92173",-117.0408,32.55983
695,Mountain Empire Adult Education,https://www.otan.us/caaeproviders/index.cfm?fuseaction=detail&id=9955&myzip=95814&distance=3500,Local Educational Agency (LEA),"31360 Highway 94 Campo, CA 91906",-116.47314,32.62806
696,Brawley Adult Education,https://www.otan.us/caaeproviders/index.cfm?fuseaction=detail&id=10243&myzip=95814&distance=3500,Local Educational Agency (LEA),"104 Magnolia Street Brawley, CA 92227",-115.54155,32.98503
697,Palo Verde Unified School District,https://www.otan.us/caaeproviders/index.cfm?fuseaction=detail&id=9483&myzip=95814&distance=3500,Local Educational Agency (LEA),"295 North First Street Blythe, CA 92225",-114.59641,33.61313
698,Palo Verde Community College District,https://www.otan.us/caaeproviders/index.cfm?fuseaction=detail&id=888888410&myzip=95814&distance=3500,Community College,"One College Drive Blythe, CA 92225",-114.6,33.61
699,Imperial Unified Adult Education,https://www.otan.us/caaeproviders/index.cfm?fuseaction=detail&id=9746&myzip=95814&distance=3500,Local Educational Agency (LEA),"322 N. Imperial Avenue Imperial, CA 92251",-115.569893,32.849709
700,Imperial Community College District,https://www.otan.us/caaeproviders/index.cfm?fuseaction=detail&id=888888427&myzip=95814&distance=3500,Community College,"380 E. Aten Road Imperial, CA 92251",-115.50557,32.829592
701,Central Union Adult High School,https://www.otan.us/caaeproviders/index.cfm?fuseaction=detail&id=10253&myzip=95814&distance=3500,Local Educational Agency (LEA),"2345 S 2nd St. Suite A El Centro, CA 92243",-115.54371,32.76964
702,Holtville Adult Education,https://www.otan.us/caaeproviders/index.cfm?fuseaction=detail&id=9767&myzip=95814&distance=3500,Local Educational Agency (LEA),"522 West 8th Street Holtville, CA 92250",-115.38809,32.81643
703,Robert F. Morales Adult Education,https://www.otan.us/caaeproviders/index.cfm?fuseaction=detail&id=10750&myzip=95814&distance=3500,,"824 Blair Calexico, CA 92231",-115.48954,32.674284
704,San Pasqual Adult Education Program,https://www.otan.us/caaeproviders/index.cfm?fuseaction=detail&id=141330059&myzip=95814&distance=3500,LEA,"676 Baseline Road Winterhaven, CA 92283",-114.59895,32.75003
705,A. Warren McClaskey Adult Center,https://www.otan.us/caaeproviders/index.cfm?fuseaction=detail&id=10610&myzip=95814&distance=3500,Local Educational Agency (LEA),"5241 J Street Sacramento, CA 96819",-121.439157,38.566467
