,Geography,Estimate!!Total,Estimate!!Total!!U.S. citizen born in the United States,Estimate!!Total!!U.S. citizen born in Puerto Rico or U.S. Island Areas,Estimate!!Total!!U.S. citizen born abroad of American parent(s),Estimate!!Total!!U.S. citizen by naturalization,Estimate!!Total!!Not a U.S. citizen,NAME,state,county,tract
3178,1400000US06037603102,3675,2221,0,33,881,540,"Census Tract 6031.02, Los Angeles County, California",06,037,603102
3179,1400000US06037603200,3232,1773,18,84,884,473,"Census Tract 6032, Los Angeles County, California",06,037,603200
3180,1400000US06037603301,3696,2050,8,62,903,673,"Census Tract 6033.01, Los Angeles County, California",06,037,603301
3181,1400000US06037603302,3852,2389,0,54,640,769,"Census Tract 6033.02, Los Angeles County, California",06,037,603302
3182,1400000US06037603400,4640,3219,0,0,971,450,"Census Tract 6034, Los Angeles County, California",06,037,603400
3183,1400000US06037603500,3000,1928,13,28,845,186,"Census Tract 6035, Los Angeles County, California",06,037,603500
3184,1400000US06037603600,4294,2873,0,65,864,492,"Census Tract 6036, Los Angeles County, California",06,037,603600
3185,1400000US06037603702,4857,3273,25,69,1282,208,"Census Tract 6037.02, Los Angeles County, California",06,037,603702
3186,1400000US06037603703,2654,1666,0,66,581,341,"Census Tract 6037.03, Los Angeles County, California",06,037,603703
3187,1400000US06037603704,6369,4405,0,87,742,1135,"Census Tract 6037.04, Los Angeles County, California",06,037,603704
3188,1400000US06037603801,4994,3028,0,61,709,1196,"Census Tract 6038.01, Los Angeles County, California",06,037,603801
3189,1400000US06037603802,3837,2193,33,60,773,778,"Census Tract 6038.02, Los Angeles County, California",06,037,603802
3190,1400000US06037603900,7739,4887,30,104,1232,1486,"Census Tract 6039, Los Angeles County, California",06,037,603900
3191,1400000US06037604001,4614,3086,0,34,808,686,"Census Tract 6040.01, Los Angeles County, California",06,037,604001
3192,1400000US06037604002,4968,3182,0,112,652,1022,"Census Tract 6040.02, Los Angeles County, California",06,037,604002
3193,1400000US06037604100,7039,4339,26,104,1357,1213,"Census Tract 6041, Los Angeles County, California",06,037,604100
3194,1400000US06037609900,2090,1494,2,6,433,155,"Census Tract 6099, Los Angeles County, California",06,037,609900
3195,1400000US06037620001,4196,3625,0,83,277,211,"Census Tract 6200.01, Los Angeles County, California",06,037,620001
3196,1400000US06037620002,3563,2807,0,30,403,323,"Census Tract 6200.02, Los Angeles County, California",06,037,620002
3197,1400000US06037620101,5442,4549,0,63,572,258,"Census Tract 6201.01, Los Angeles County, California",06,037,620101
3198,1400000US06037620102,3728,3235,0,35,282,176,"Census Tract 6201.02, Los Angeles County, California",06,037,620102
3199,1400000US06037620201,1566,1364,17,37,60,88,"Census Tract 6202.01, Los Angeles County, California",06,037,620201
3200,1400000US06037620301,4984,4520,6,34,348,76,"Census Tract 6203.01, Los Angeles County, California",06,037,620301
3201,1400000US06037620303,4442,4112,0,71,164,95,"Census Tract 6203.03, Los Angeles County, California",06,037,620303
3202,1400000US06037620305,5768,5115,0,59,364,230,"Census Tract 6203.05, Los Angeles County, California",06,037,620305
3203,1400000US06037620400,5220,4309,0,129,489,293,"Census Tract 6204, Los Angeles County, California",06,037,620400
3204,1400000US06037620501,6394,5065,0,79,754,496,"Census Tract 6205.01, Los Angeles County, California",06,037,620501
3205,1400000US06037620521,4132,3143,0,60,606,323,"Census Tract 6205.21, Los Angeles County, California",06,037,620521
3206,1400000US06037620522,4816,3669,9,21,672,445,"Census Tract 6205.22, Los Angeles County, California",06,037,620522
3207,1400000US06037620601,5291,3809,59,90,884,449,"Census Tract 6206.01, Los Angeles County, California",06,037,620601
3208,1400000US06037620602,5407,4176,22,22,813,374,"Census Tract 6206.02, Los Angeles County, California",06,037,620602
3209,1400000US06037620701,6654,5751,12,68,651,172,"Census Tract 6207.01, Los Angeles County, California",06,037,620701
3210,1400000US06037620702,7261,5840,20,84,749,568,"Census Tract 6207.02, Los Angeles County, California",06,037,620702
3211,1400000US06037620800,7914,6440,19,106,877,472,"Census Tract 6208, Los Angeles County, California",06,037,620800
3212,1400000US06037620901,2982,2555,0,42,297,88,"Census Tract 6209.01, Los Angeles County, California",06,037,620901
3213,1400000US06037620904,2822,2501,0,31,141,149,"Census Tract 6209.04, Los Angeles County, California",06,037,620904
3214,1400000US06037621001,4533,3880,0,115,367,171,"Census Tract 6210.01, Los Angeles County, California",06,037,621001
3215,1400000US06037621002,935,791,0,15,88,41,"Census Tract 6210.02, Los Angeles County, California",06,037,621002
3216,1400000US06037621004,4365,3968,0,16,187,194,"Census Tract 6210.04, Los Angeles County, California",06,037,621004
3217,1400000US06037621102,3033,2678,0,56,231,68,"Census Tract 6211.02, Los Angeles County, California",06,037,621102
3218,1400000US06037621104,6884,6082,0,30,369,403,"Census Tract 6211.04, Los Angeles County, California",06,037,621104
3219,1400000US06037621201,6288,5210,0,188,623,267,"Census Tract 6212.01, Los Angeles County, California",06,037,621201
3220,1400000US06037621204,3160,2468,21,10,254,407,"Census Tract 6212.04, Los Angeles County, California",06,037,621204
3221,1400000US06037621301,6978,5448,17,64,852,597,"Census Tract 6213.01, Los Angeles County, California",06,037,621301
3222,1400000US06037621324,3856,3150,0,22,457,227,"Census Tract 6213.24, Los Angeles County, California",06,037,621324
3223,1400000US06037621326,2954,2457,7,50,273,167,"Census Tract 6213.26, Los Angeles County, California",06,037,621326
3224,1400000US06037621400,4759,3952,0,50,393,364,"Census Tract 6214, Los Angeles County, California",06,037,621400
3225,1400000US06037650001,5635,3329,14,65,1271,956,"Census Tract 6500.01, Los Angeles County, California",06,037,650001
3226,1400000US06037650003,3056,2037,0,32,638,349,"Census Tract 6500.03, Los Angeles County, California",06,037,650003
3227,1400000US06037650004,4136,3066,0,25,582,463,"Census Tract 6500.04, Los Angeles County, California",06,037,650004
3228,1400000US06037650101,5750,4196,0,86,915,553,"Census Tract 6501.01, Los Angeles County, California",06,037,650101
3229,1400000US06037650102,2362,1746,15,39,379,183,"Census Tract 6501.02, Los Angeles County, California",06,037,650102
3230,1400000US06037650200,6277,4881,13,89,954,340,"Census Tract 6502, Los Angeles County, California",06,037,650200
3231,1400000US06037650300,6971,4594,0,79,1665,633,"Census Tract 6503, Los Angeles County, California",06,037,650300
3232,1400000US06037650401,4666,3550,0,44,791,281,"Census Tract 6504.01, Los Angeles County, California",06,037,650401
3233,1400000US06037650501,3098,2469,0,38,356,235,"Census Tract 6505.01, Los Angeles County, California",06,037,650501
3234,1400000US06037650502,4299,3231,0,79,714,275,"Census Tract 6505.02, Los Angeles County, California",06,037,650502
3235,1400000US06037650602,7665,4389,15,36,1068,2157,"Census Tract 6506.02, Los Angeles County, California",06,037,650602
3236,1400000US06037650603,3620,2388,0,37,790,405,"Census Tract 6506.03, Los Angeles County, California",06,037,650603
3237,1400000US06037650604,5825,3143,0,16,1195,1471,"Census Tract 6506.04, Los Angeles County, California",06,037,650604
3238,1400000US06037650605,2959,1570,0,32,460,897,"Census Tract 6506.05, Los Angeles County, California",06,037,650605
3239,1400000US06037650701,2445,1809,0,21,384,231,"Census Tract 6507.01, Los Angeles County, California",06,037,650701
3240,1400000US06037650702,4941,3861,0,55,744,281,"Census Tract 6507.02, Los Angeles County, California",06,037,650702
3241,1400000US06037650800,6684,3382,0,61,1461,1780,"Census Tract 6508, Los Angeles County, California",06,037,650800
3242,1400000US06037650901,6175,4665,25,14,668,803,"Census Tract 6509.01, Los Angeles County, California",06,037,650901
3243,1400000US06037650902,6240,4478,78,217,936,531,"Census Tract 6509.02, Los Angeles County, California",06,037,650902
3244,1400000US06037651001,5923,4548,13,72,741,549,"Census Tract 6510.01, Los Angeles County, California",06,037,651001
3245,1400000US06037651002,4931,3387,0,72,959,513,"Census Tract 6510.02, Los Angeles County, California",06,037,651002
3246,1400000US06037651101,5414,3868,14,82,1003,447,"Census Tract 6511.01, Los Angeles County, California",06,037,651101
3247,1400000US06037651102,3827,2616,0,0,701,510,"Census Tract 6511.02, Los Angeles County, California",06,037,651102
3248,1400000US06037651201,4909,3732,0,163,769,245,"Census Tract 6512.01, Los Angeles County, California",06,037,651201
3249,1400000US06037651221,3384,1910,42,39,863,530,"Census Tract 6512.21, Los Angeles County, California",06,037,651221
3250,1400000US06037651222,6263,3871,0,20,1067,1305,"Census Tract 6512.22, Los Angeles County, California",06,037,651222
3251,1400000US06037651302,6271,5215,0,59,848,149,"Census Tract 6513.02, Los Angeles County, California",06,037,651302
3252,1400000US06037651304,4677,3805,0,39,627,206,"Census Tract 6513.04, Los Angeles County, California",06,037,651304
3253,1400000US06037651401,2528,1945,40,23,355,165,"Census Tract 6514.01, Los Angeles County, California",06,037,651401
3254,1400000US06037651402,6259,3868,0,30,1283,1078,"Census Tract 6514.02, Los Angeles County, California",06,037,651402
3255,1400000US06037670001,3468,2756,0,21,369,322,"Census Tract 6700.01, Los Angeles County, California",06,037,670001
3256,1400000US06037670002,4013,3109,0,73,645,186,"Census Tract 6700.02, Los Angeles County, California",06,037,670002
3257,1400000US06037670003,5610,4162,76,118,727,527,"Census Tract 6700.03, Los Angeles County, California",06,037,670003
3258,1400000US06037670100,7001,5201,0,135,698,967,"Census Tract 6701, Los Angeles County, California",06,037,670100
3259,1400000US06037670201,3825,2951,0,14,466,394,"Census Tract 6702.01, Los Angeles County, California",06,037,670201
3260,1400000US06037670202,2629,2012,6,43,457,111,"Census Tract 6702.02, Los Angeles County, California",06,037,670202
3261,1400000US06037670324,5167,4358,0,32,570,207,"Census Tract 6703.24, Los Angeles County, California",06,037,670324
3262,1400000US06037670326,3488,2489,8,119,639,233,"Census Tract 6703.26, Los Angeles County, California",06,037,670326
3263,1400000US06037670328,4936,3977,0,97,678,184,"Census Tract 6703.28, Los Angeles County, California",06,037,670328
3264,1400000US06037670403,2689,1891,0,64,540,194,"Census Tract 6704.03, Los Angeles County, California",06,037,670403
3265,1400000US06037670405,2818,1866,0,23,712,217,"Census Tract 6704.05, Los Angeles County, California",06,037,670405
3266,1400000US06037670406,1993,1203,0,57,546,187,"Census Tract 6704.06, Los Angeles County, California",06,037,670406
3267,1400000US06037670407,6128,3564,19,105,1624,816,"Census Tract 6704.07, Los Angeles County, California",06,037,670407
3268,1400000US06037670411,4430,3305,0,8,768,349,"Census Tract 6704.11, Los Angeles County, California",06,037,670411
3269,1400000US06037670413,4808,3037,0,43,1054,674,"Census Tract 6704.13, Los Angeles County, California",06,037,670413
3270,1400000US06037670416,4213,2552,0,103,1197,361,"Census Tract 6704.16, Los Angeles County, California",06,037,670416
3271,1400000US06037670500,1684,1369,11,29,247,28,"Census Tract 6705, Los Angeles County, California",06,037,670500
3272,1400000US06037670602,7059,5274,0,120,1374,291,"Census Tract 6706.02, Los Angeles County, California",06,037,670602
3273,1400000US06037670701,7177,5656,0,201,1085,235,"Census Tract 6707.01, Los Angeles County, California",06,037,670701
3274,1400000US06037670702,5551,4564,0,132,803,52,"Census Tract 6707.02, Los Angeles County, California",06,037,670702
3275,1400000US06037700101,5191,3140,16,53,1482,500,"Census Tract 7001.01, Los Angeles County, California",06,037,700101
3276,1400000US06037700102,3915,2544,0,22,952,397,"Census Tract 7001.02, Los Angeles County, California",06,037,700102
3277,1400000US06037700200,7181,5666,0,192,617,706,"Census Tract 7002, Los Angeles County, California",06,037,700200
3278,1400000US06037700300,6240,4911,44,103,720,462,"Census Tract 7003, Los Angeles County, California",06,037,700300
3279,1400000US06037700400,5375,4123,41,99,951,161,"Census Tract 7004, Los Angeles County, California",06,037,700400
3280,1400000US06037700501,3933,2967,54,18,431,463,"Census Tract 7005.01, Los Angeles County, California",06,037,700501
3281,1400000US06037700502,4313,3136,17,14,683,463,"Census Tract 7005.02, Los Angeles County, California",06,037,700502
3282,1400000US06037700600,4990,3135,0,94,1521,240,"Census Tract 7006, Los Angeles County, California",06,037,700600
3283,1400000US06037700700,3514,2286,0,42,1034,152,"Census Tract 7007, Los Angeles County, California",06,037,700700
3284,1400000US06037700801,5194,2634,0,87,1991,482,"Census Tract 7008.01, Los Angeles County, California",06,037,700801
3285,1400000US06037700802,3947,2140,0,108,1169,530,"Census Tract 7008.02, Los Angeles County, California",06,037,700802
3286,1400000US06037700901,3690,2184,24,139,953,390,"Census Tract 7009.01, Los Angeles County, California",06,037,700901
3287,1400000US06037700902,7575,4521,0,18,1912,1124,"Census Tract 7009.02, Los Angeles County, California",06,037,700902
3288,1400000US06037701000,5596,4160,0,84,911,441,"Census Tract 7010, Los Angeles County, California",06,037,701000
3289,1400000US06037701100,1045,929,0,0,55,61,"Census Tract 7011, Los Angeles County, California",06,037,701100
3290,1400000US06037701201,3826,3267,0,84,289,186,"Census Tract 7012.01, Los Angeles County, California",06,037,701201
3291,1400000US06037701202,3453,2836,11,42,351,213,"Census Tract 7012.02, Los Angeles County, California",06,037,701202
3292,1400000US06037701302,4888,3897,13,33,494,451,"Census Tract 7013.02, Los Angeles County, California",06,037,701302
3293,1400000US06037701304,6356,4867,0,115,1162,212,"Census Tract 7013.04, Los Angeles County, California",06,037,701304
3294,1400000US06037701402,6075,4533,0,162,749,631,"Census Tract 7014.02, Los Angeles County, California",06,037,701402
3295,1400000US06037701501,5046,3717,26,47,613,643,"Census Tract 7015.01, Los Angeles County, California",06,037,701501
3296,1400000US06037701502,3783,2795,12,49,489,438,"Census Tract 7015.02, Los Angeles County, California",06,037,701502
3297,1400000US06037701601,4728,3627,9,56,703,333,"Census Tract 7016.01, Los Angeles County, California",06,037,701601
3298,1400000US06037701602,4019,2724,0,95,789,411,"Census Tract 7016.02, Los Angeles County, California",06,037,701602
3299,1400000US06037701701,3384,2349,0,34,649,352,"Census Tract 7017.01, Los Angeles County, California",06,037,701701
3300,1400000US06037701702,3427,2402,0,28,533,464,"Census Tract 7017.02, Los Angeles County, California",06,037,701702
3301,1400000US06037701801,6779,3995,0,176,1392,1216,"Census Tract 7018.01, Los Angeles County, California",06,037,701801
3302,1400000US06037701802,4420,3021,8,61,559,771,"Census Tract 7018.02, Los Angeles County, California",06,037,701802
3303,1400000US06037701902,4623,3274,5,131,717,496,"Census Tract 7019.02, Los Angeles County, California",06,037,701902
3304,1400000US06037702002,6487,4979,0,76,650,782,"Census Tract 7020.02, Los Angeles County, California",06,037,702002
3305,1400000US06037702102,5847,4700,0,97,567,483,"Census Tract 7021.02, Los Angeles County, California",06,037,702102
3306,1400000US06037702201,4510,3492,0,60,471,487,"Census Tract 7022.01, Los Angeles County, California",06,037,702201
3307,1400000US06037702202,3965,3087,0,29,632,217,"Census Tract 7022.02, Los Angeles County, California",06,037,702202
3308,1400000US06037702300,6879,5298,0,130,1184,267,"Census Tract 7023, Los Angeles County, California",06,037,702300
3309,1400000US06037702400,4471,3078,9,45,819,520,"Census Tract 7024, Los Angeles County, California",06,037,702400
3310,1400000US06037702501,4624,3715,0,79,684,146,"Census Tract 7025.01, Los Angeles County, California",06,037,702501
3311,1400000US06037702502,4171,3023,0,131,641,376,"Census Tract 7025.02, Los Angeles County, California",06,037,702502
3312,1400000US06037702600,5990,4303,0,162,1096,429,"Census Tract 7026, Los Angeles County, California",06,037,702600
3313,1400000US06037702700,3771,2998,0,22,589,162,"Census Tract 7027, Los Angeles County, California",06,037,702700
3314,1400000US06037702801,5066,3515,0,71,950,530,"Census Tract 7028.01, Los Angeles County, California",06,037,702801
3315,1400000US06037702802,2521,1748,0,52,304,417,"Census Tract 7028.02, Los Angeles County, California",06,037,702802
3316,1400000US06037702803,3229,2256,7,12,310,644,"Census Tract 7028.03, Los Angeles County, California",06,037,702803
3317,1400000US06037702901,9691,6989,0,197,1024,1481,"Census Tract 7029.01, Los Angeles County, California",06,037,702901
3318,1400000US06037703001,6007,4150,14,53,985,805,"Census Tract 7030.01, Los Angeles County, California",06,037,703001
3319,1400000US06037703002,7247,6462,14,13,720,38,"Census Tract 7030.02, Los Angeles County, California",06,037,703002
3320,1400000US06037703100,5734,5356,0,12,147,219,"Census Tract 7031, Los Angeles County, California",06,037,703100
3321,1400000US06037703200,5574,5067,0,15,285,207,"Census Tract 7032, Los Angeles County, California",06,037,703200
3322,1400000US06037800101,5795,4393,0,88,927,387,"Census Tract 8001.01, Los Angeles County, California",06,037,800101
3323,1400000US06037800102,6778,5623,0,165,680,310,"Census Tract 8001.02, Los Angeles County, California",06,037,800102
3324,1400000US06037800202,6067,4789,0,64,939,275,"Census Tract 8002.02, Los Angeles County, California",06,037,800202
3325,1400000US06037800203,5586,4366,0,63,820,337,"Census Tract 8002.03, Los Angeles County, California",06,037,800203
3326,1400000US06037800204,4739,3225,0,120,1028,366,"Census Tract 8002.04, Los Angeles County, California",06,037,800204
3327,1400000US06037800324,6570,5328,2,57,1051,132,"Census Tract 8003.24, Los Angeles County, California",06,037,800324
3328,1400000US06037800325,3389,2990,0,42,323,34,"Census Tract 8003.25, Los Angeles County, California",06,037,800325
3329,1400000US06037800326,5061,3999,0,48,648,366,"Census Tract 8003.26, Los Angeles County, California",06,037,800326
3330,1400000US06037800327,5927,4238,65,33,751,840,"Census Tract 8003.27, Los Angeles County, California",06,037,800327
3331,1400000US06037800328,2989,1982,0,43,558,406,"Census Tract 8003.28, Los Angeles County, California",06,037,800328
3332,1400000US06037800329,6467,5176,0,65,923,303,"Census Tract 8003.29, Los Angeles County, California",06,037,800329
3333,1400000US06037800330,1062,934,0,8,87,33,"Census Tract 8003.30, Los Angeles County, California",06,037,800330
3334,1400000US06037800331,827,629,0,13,111,74,"Census Tract 8003.31, Los Angeles County, California",06,037,800331
3335,1400000US06037800332,6417,5428,0,83,829,77,"Census Tract 8003.32, Los Angeles County, California",06,037,800332
3336,1400000US06037800406,2817,2412,10,74,266,55,"Census Tract 8004.06, Los Angeles County, California",06,037,800406
3337,1400000US06037800408,7288,6208,0,111,671,298,"Census Tract 8004.08, Los Angeles County, California",06,037,800408
3338,1400000US06037800410,4052,3341,0,78,243,390,"Census Tract 8004.10, Los Angeles County, California",06,037,800410
3339,1400000US06037800504,2439,1969,0,8,261,201,"Census Tract 8005.04, Los Angeles County, California",06,037,800504
3340,1400000US06037800506,2966,2378,0,40,342,206,"Census Tract 8005.06, Los Angeles County, California",06,037,800506
3341,1400000US06037900102,619,453,4,9,46,107,"Census Tract 9001.02, Los Angeles County, California",06,037,900102
3342,1400000US06037900103,5708,5103,20,29,238,318,"Census Tract 9001.03, Los Angeles County, California",06,037,900103
3343,1400000US06037900104,6124,4963,0,42,673,446,"Census Tract 9001.04, Los Angeles County, California",06,037,900104
3344,1400000US06037900201,1086,929,6,7,51,93,"Census Tract 9002.01, Los Angeles County, California",06,037,900201
3345,1400000US06037900300,4909,4351,0,53,221,284,"Census Tract 9003, Los Angeles County, California",06,037,900300
3346,1400000US06037900501,6806,5974,0,8,618,206,"Census Tract 9005.01, Los Angeles County, California",06,037,900501
3347,1400000US06037900504,6605,5435,0,134,619,417,"Census Tract 9005.04, Los Angeles County, California",06,037,900504
3348,1400000US06037900505,3732,3168,0,7,188,369,"Census Tract 9005.05, Los Angeles County, California",06,037,900505
3349,1400000US06037900506,4458,4116,0,18,184,140,"Census Tract 9005.06, Los Angeles County, California",06,037,900506
3350,1400000US06037900507,7212,6110,0,107,566,429,"Census Tract 9005.07, Los Angeles County, California",06,037,900507
3351,1400000US06037900508,3726,3248,5,48,228,197,"Census Tract 9005.08, Los Angeles County, California",06,037,900508
3352,1400000US06037900602,5692,4854,0,55,364,419,"Census Tract 9006.02, Los Angeles County, California",06,037,900602
3353,1400000US06037900605,8165,6902,0,57,536,670,"Census Tract 9006.05, Los Angeles County, California",06,037,900605
3354,1400000US06037900606,3359,2985,0,0,177,197,"Census Tract 9006.06, Los Angeles County, California",06,037,900606
3355,1400000US06037900607,3961,3620,13,20,127,181,"Census Tract 9006.07, Los Angeles County, California",06,037,900607
3356,1400000US06037900608,3539,3276,0,8,175,80,"Census Tract 9006.08, Los Angeles County, California",06,037,900608
3357,1400000US06037900609,5574,5054,0,41,199,280,"Census Tract 9006.09, Los Angeles County, California",06,037,900609
3358,1400000US06037900701,4509,3960,0,66,265,218,"Census Tract 9007.01, Los Angeles County, California",06,037,900701
3359,1400000US06037900703,4100,3545,33,36,276,210,"Census Tract 9007.03, Los Angeles County, California",06,037,900703
3360,1400000US06037900704,2775,2365,0,36,176,198,"Census Tract 9007.04, Los Angeles County, California",06,037,900704
3361,1400000US06037900705,3960,3526,15,21,318,80,"Census Tract 9007.05, Los Angeles County, California",06,037,900705
3362,1400000US06037900803,9211,8205,0,0,812,194,"Census Tract 9008.03, Los Angeles County, California",06,037,900803
3363,1400000US06037900804,3333,2772,12,0,292,257,"Census Tract 9008.04, Los Angeles County, California",06,037,900804
3364,1400000US06037900805,4781,4291,0,33,373,84,"Census Tract 9008.05, Los Angeles County, California",06,037,900805
3365,1400000US06037900806,4769,4399,9,31,177,153,"Census Tract 9008.06, Los Angeles County, California",06,037,900806
3366,1400000US06037900900,4122,3808,24,20,194,76,"Census Tract 9009, Los Angeles County, California",06,037,900900
3367,1400000US06037901003,4972,4305,54,19,108,486,"Census Tract 9010.03, Los Angeles County, California",06,037,901003
3368,1400000US06037901004,12574,10716,26,131,1137,564,"Census Tract 9010.04, Los Angeles County, California",06,037,901004
3369,1400000US06037901007,2077,1823,0,12,126,116,"Census Tract 9010.07, Los Angeles County, California",06,037,901007
3370,1400000US06037901008,2841,2412,0,35,227,167,"Census Tract 9010.08, Los Angeles County, California",06,037,901008
3371,1400000US06037901009,5691,5029,11,34,376,241,"Census Tract 9010.09, Los Angeles County, California",06,037,901009
3372,1400000US06037901010,6028,5356,0,45,282,345,"Census Tract 9010.10, Los Angeles County, California",06,037,901010
3373,1400000US06037901011,5154,4402,8,74,329,341,"Census Tract 9010.11, Los Angeles County, California",06,037,901011
3374,1400000US06037901101,5492,4765,0,33,397,297,"Census Tract 9011.01, Los Angeles County, California",06,037,901101
3375,1400000US06037901102,5378,4894,0,11,254,219,"Census Tract 9011.02, Los Angeles County, California",06,037,901102
3376,1400000US06037901205,11639,10459,17,124,631,408,"Census Tract 9012.05, Los Angeles County, California",06,037,901205
3377,1400000US06037901209,1383,1224,0,10,57,92,"Census Tract 9012.09, Los Angeles County, California",06,037,901209
3378,1400000US06037901210,1719,1585,0,21,59,54,"Census Tract 9012.10, Los Angeles County, California",06,037,901210
3379,1400000US06037901213,3868,3604,0,18,179,67,"Census Tract 9012.13, Los Angeles County, California",06,037,901213
3380,1400000US06037910001,6313,4706,0,102,541,964,"Census Tract 9100.01, Los Angeles County, California",06,037,910001
3381,1400000US06037910002,7884,5997,0,42,1081,764,"Census Tract 9100.02, Los Angeles County, California",06,037,910002
3382,1400000US06037910101,1893,1238,5,0,207,443,"Census Tract 9101.01, Los Angeles County, California",06,037,910101
3383,1400000US06037910201,3863,2916,8,30,454,455,"Census Tract 9102.01, Los Angeles County, California",06,037,910201
3384,1400000US06037910202,5666,5113,0,72,328,153,"Census Tract 9102.02, Los Angeles County, California",06,037,910202
3385,1400000US06037910205,1301,1013,0,0,148,140,"Census Tract 9102.05, Los Angeles County, California",06,037,910205
3386,1400000US06037910206,3572,2594,0,28,716,234,"Census Tract 9102.06, Los Angeles County, California",06,037,910206
3387,1400000US06037910207,6203,4550,28,45,1191,389,"Census Tract 9102.07, Los Angeles County, California",06,037,910207
3388,1400000US06037910208,6466,4882,0,10,1126,448,"Census Tract 9102.08, Los Angeles County, California",06,037,910208
3389,1400000US06037910209,4764,3753,14,8,656,333,"Census Tract 9102.09, Los Angeles County, California",06,037,910209
3390,1400000US06037910210,7324,6454,0,37,697,136,"Census Tract 9102.10, Los Angeles County, California",06,037,910210
3391,1400000US06037910301,3918,3575,20,75,202,46,"Census Tract 9103.01, Los Angeles County, California",06,037,910301
3392,1400000US06037910302,5633,4639,53,95,602,244,"Census Tract 9103.02, Los Angeles County, California",06,037,910302
3393,1400000US06037910401,6998,5323,0,51,994,630,"Census Tract 9104.01, Los Angeles County, California",06,037,910401
3394,1400000US06037910402,3765,2734,20,34,339,638,"Census Tract 9104.02, Los Angeles County, California",06,037,910402
3395,1400000US06037910403,2188,1402,0,0,148,638,"Census Tract 9104.03, Los Angeles County, California",06,037,910403
3396,1400000US06037910404,3947,2802,0,11,671,463,"Census Tract 9104.04, Los Angeles County, California",06,037,910404
3397,1400000US06037910501,5314,4150,0,10,392,762,"Census Tract 9105.01, Los Angeles County, California",06,037,910501
3398,1400000US06037910502,3927,2798,23,12,373,721,"Census Tract 9105.02, Los Angeles County, California",06,037,910502
3399,1400000US06037910504,4956,3748,0,42,639,527,"Census Tract 9105.04, Los Angeles County, California",06,037,910504
3400,1400000US06037910505,3169,2180,13,11,410,555,"Census Tract 9105.05, Los Angeles County, California",06,037,910505
3401,1400000US06037910601,7115,5191,0,24,710,1190,"Census Tract 9106.01, Los Angeles County, California",06,037,910601
3402,1400000US06037910602,4038,2917,29,9,509,574,"Census Tract 9106.02, Los Angeles County, California",06,037,910602
3403,1400000US06037910603,6750,4787,9,62,910,982,"Census Tract 9106.03, Los Angeles County, California",06,037,910603
3404,1400000US06037910605,4613,3388,39,43,605,538,"Census Tract 9106.05, Los Angeles County, California",06,037,910605
3405,1400000US06037910606,3515,2427,0,3,428,657,"Census Tract 9106.06, Los Angeles County, California",06,037,910606
3406,1400000US06037910705,12653,8808,0,115,1940,1790,"Census Tract 9107.05, Los Angeles County, California",06,037,910705
3407,1400000US06037910706,6228,4260,24,66,884,994,"Census Tract 9107.06, Los Angeles County, California",06,037,910706
3408,1400000US06037910707,4721,3845,0,12,466,398,"Census Tract 9107.07, Los Angeles County, California",06,037,910707
3409,1400000US06037910709,1950,1494,0,8,334,114,"Census Tract 9107.09, Los Angeles County, California",06,037,910709
3410,1400000US06037910711,7932,5643,0,13,1300,976,"Census Tract 9107.11, Los Angeles County, California",06,037,910711
3411,1400000US06037910712,2876,1972,10,54,542,298,"Census Tract 9107.12, Los Angeles County, California",06,037,910712
3412,1400000US06037910713,5724,3895,0,144,976,709,"Census Tract 9107.13, Los Angeles County, California",06,037,910713
3413,1400000US06037910714,3999,2631,0,23,540,805,"Census Tract 9107.14, Los Angeles County, California",06,037,910714
3414,1400000US06037910715,6517,4494,18,32,1080,893,"Census Tract 9107.15, Los Angeles County, California",06,037,910715
3415,1400000US06037910716,5793,4466,12,49,790,476,"Census Tract 9107.16, Los Angeles County, California",06,037,910716
3416,1400000US06037910804,3151,2841,0,46,176,88,"Census Tract 9108.04, Los Angeles County, California",06,037,910804
3417,1400000US06037910805,4865,4262,0,96,315,192,"Census Tract 9108.05, Los Angeles County, California",06,037,910805
3418,1400000US06037910807,6608,5184,0,32,1031,361,"Census Tract 9108.07, Los Angeles County, California",06,037,910807
3419,1400000US06037910808,3420,2945,0,63,320,92,"Census Tract 9108.08, Los Angeles County, California",06,037,910808
3420,1400000US06037910809,2223,1837,0,5,296,85,"Census Tract 9108.09, Los Angeles County, California",06,037,910809
3421,1400000US06037910810,2846,2432,0,28,287,99,"Census Tract 9108.10, Los Angeles County, California",06,037,910810
3422,1400000US06037910811,151,149,0,0,0,2,"Census Tract 9108.11, Los Angeles County, California",06,037,910811
3423,1400000US06037910812,308,291,0,0,9,8,"Census Tract 9108.12, Los Angeles County, California",06,037,910812
3424,1400000US06037910813,3841,3498,0,38,212,93,"Census Tract 9108.13, Los Angeles County, California",06,037,910813
3425,1400000US06037911001,4188,3373,0,72,323,420,"Census Tract 9110.01, Los Angeles County, California",06,037,911001
3426,1400000US06037920011,278,241,0,14,9,14,"Census Tract 9200.11, Los Angeles County, California",06,037,920011
3427,1400000US06037920012,1040,940,0,5,64,31,"Census Tract 9200.12, Los Angeles County, California",06,037,920012
3428,1400000US06037920013,5221,4166,8,31,720,296,"Census Tract 9200.13, Los Angeles County, California",06,037,920013
3429,1400000US06037920015,5877,5018,10,69,599,181,"Census Tract 9200.15, Los Angeles County, California",06,037,920015
